Application/Permit Number,Permit Type,Status,Category,Expiration Date,Location,Zipcode,Expected Construct Year,Expected Construct Month,Description
6545834,Construction,Permit Issued,MULTIFAMILY,01/10/2019,"5456 DELRIDGE WAY SW
(47.55216514, -122.36271342)",98106,2019,1,"Construct west mixed use building, occupy per plan. (Establish use as business, and dwelling units w/ surface parking, and construct 1 mixed-use and 1 multifamily structure with attached parking. Review and process for 2 A/P's under 6545834)"
6545860,Construction,Permit Issued,COMMERCIAL,08/28/2018,"2305 6TH AVE
(47.61672999, -122.34338244)",98121,2018,8,"Alterations to existing vacant retail space (ground floor, south corner of south tower), change use to restaurant and occupy, per plans."
6545865,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/13/2018,"6842 49TH AVE NE
(47.67886396, -122.27539976)",98115,2018,1,Construct interior alterations in basement of an existing single family residence subject to field inspection (STFI)
6545879,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/13/2018,"4506 DELRIDGE WAY SW
(47.56266413, -122.36306961)",98106,2018,1,"Construct alterations to remove rear portion of existing single family residence, subject to field inspection, (STFI)."
6545916,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,02/05/2018,"12032 20TH AVE NE
(47.71676813, -122.30692553)",98125,2018,2,"Construct voluntary seismic retrofit to basement and crawl space of existing single family residence, per Project Impact drawings."
6545919,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/13/2018,"4516 NE 107TH ST
(47.70741682, -122.27870738)",98125,2018,6,"Establish use as and construct new single family residence, per plan."
6545928,Construction,Permit Issued,INDUSTRIAL,02/23/2018,"1124 COLUMBIA ST
(47.6086266, -122.32373921)",98104,2018,2,"Change of use from office to storage on 5th floor of Swedish First Hill (no construction this permit), occupy per plans."
6545936,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,10/19/2018,"5008 50TH AVE SW
(47.55716864, -122.39599189)",98136,2018,10,"Construct addition and alterations to existing single family residence, per plan"
6545945,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,03/29/2018,"2318 N 64TH ST
(47.67538236, -122.33000582)",98103,2018,3,"Remove garage and construct detached accessory dwelling unit (DADU), and exterior alterations to existing single family residence, per plan."
6545972,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/16/2018,"2444 3RD AVE W
(47.64090965, -122.36059118)",98119,2018,6,"Construct detached accessory dwelling unit (DADU) with garage below to existing single family residence, per plan."
6546046,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/14/2018,"223 PROSPECT ST
(47.62875272, -122.35172223)",98109,2018,1,"Construct deck addition, subject to field inspection (STFI)"
6546097,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/19/2018,"2145 N 133RD ST
(47.72485205, -122.33227065)",98133,2018,1,Complete and final permit #717007 No further permit to be issued upon expiration of this permit.
6546103,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/13/2019,"2603 LAKE WASHINGTON BLVD E
(47.64330185, -122.29894532)",98112,2019,1,"Remodel main floor and upper floor bathrooms of single family residence, subject to field inspection."
6546115,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/14/2018,"914 W BARRETT ST
(47.64707636, -122.37002732)",98119,2018,1,"Addition of three dormers and interior alterations (walls for unfinished basement, rebuild stair to basement, wall between kitchen and living room) to existing single family residence, subject to field inspection"
6546117,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,07/17/2018,"3631 WEST VIEWMONT WAY W
(47.65294715, -122.41133945)",98199,2018,7,"Construct alterations to lower level of existing single family residence to create accessory dwelling unit (ADU), per plan."
6546120,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/17/2018,"1512 E MCGRAW ST
(47.64049813, -122.31175212)",98112,2018,6,"Construct addition and alterations, partially for accessory dwelling unit (ADU) to existing single family residence, per plan."
6546131,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,10/20/2018,"5121 PALMER DR NW
(47.66629115, -122.35767478)",98107,2018,10,"Construct additions and alterations to existing single family residence, per plan."
6546161,Construction,Permit Issued,MULTIFAMILY,01/15/2018,"4925 S ROSE ST
(47.52887217, -122.27117639)",98118,2018,1,"Repair damage to existing multifamily structure from vehicle impact, subject to field inspections (STFI)"
6546175,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,04/04/2018,"4222 5TH AVE NW
(47.65850409, -122.36266481)",98107,2018,4,"Construct additions and alterations to existing single family residence, per plan."
6546180,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,12/09/2018,"8351 12TH AVE NW
(47.69022675, -122.37180216)",98117,2018,12,"Establish use as and construct new single family residence, with detached accessory dwelling unit and garage, and occupy, per plan."
6546207,Construction,Permit Issued,COMMERCIAL,02/23/2018,"635 ELLIOTT AVE W
(47.62520732, -122.3673847)",98119,2018,2,"Construct commercial tenant improvements to existing office building on the 2nd floor, per plan."
6546218,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/15/2018,"5909 ATLAS PL SW
(47.54996477, -122.39668883)",98136,2018,1,"Construct alterations to existing single family residence to remove existing rear deck, rear awnings, remove front porch, awnings over front porch, and construct new foundations (garage bumpout, front tower, and new front porch) for future work under #6474157, subject to field inspection"
6546221,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,10/11/2018,"2839 MOUNT ST HELENS PL S
(47.5771645, -122.28660903)",98144,2018,10,"Establish use as and construct new single family residence on existing foundation, per plan."
6546240,Construction,Permit Issued,COMMERCIAL,04/11/2018,"311 N 36TH ST
(47.65219565, -122.35522452)",98103,2018,4,"Construct alterations to restripe parking adjacent to existing commercial building, per plan."
6546242,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,07/27/2018,"109 27TH AVE E
(47.61925, -122.29766761)",98112,2018,7,"Establish use as and construct Middle single residence with surface parking, per plan (Establish use as and construct three single family residences with surface parking, per plan - 3 APs under 6522971)"
6546243,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,07/27/2018,"107 27TH AVE E
(47.61924963, -122.29752759)",98112,2018,7,"Establish use as and construct West single residence with surface parking, per plan (Establish use as and construct three single family residences with surface parking, per plan - 3 APs under 6522971)"
6546283,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,04/06/2018,"2421 E CALHOUN ST
(47.64078725, -122.30112116)",98112,2018,4,"Alterations to main floor and basement of single family residence and construct new upper floor, per plans."
6546289,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,04/27/2018,"214 26TH AVE S
(47.60045723, -122.29851012)",98144,2018,4,"Construct East Single family residence with attached garage, per plan (Establish use as townhouse and single family and Construct (1) duplex and (1) single family residence / review and process for 2 APs under 6529853)."
6546297,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/08/2018,"8512 11TH AVE NW
(47.69107597, -122.37014328)",98117,2018,6,"Establish use as and construct new single family residence with attached garage, per plan."
6546352,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/15/2018,"2525 30TH AVE S
(47.58029175, -122.29446809)",98144,2018,1,"Alterations to existing duplex (unit lot B #2525) to remove stairs and dividing wall to existing deck, subject to field inspection (STFI)."
6546373,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,05/22/2018,"136 NW 58TH ST
(47.67129577, -122.35918764)",98107,2018,5,"Construct additions and alterations to existing single family residence, per plan."
6546387,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,03/07/2018,"1833 NW BLUE RIDGE DR
(47.70403018, -122.38020462)",98177,2018,3,"Structural reinforcement, including installation of pin piles at foundation of attached garage of single family dwelling, per plan."
6546407,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,10/09/2018,"12035 33RD AVE NE
(47.71658468, -122.29310594)",98125,2018,10,"Construct South single family residence, per plan (Establish use as single family residence and duplex and construct (1) single family residence and (1) duplex with attached garages/ review and process for 2 AP's under #6546407)"
6546410,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,11/12/2018,"11251 ARROYO BEACH PL SW
(47.50135048, -122.38326547)",98146,2018,11,"Establish use and construct single family residence with attached garage and accessory swimming pool, per plan."
6546413,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,09/14/2018,"11711 9TH AVE NW
(47.71434056, -122.36927885)",98177,2018,9,"Construct addition to upper floor of single family residence and alter upper and lower floors, per plans."
6546414,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,03/27/2018,"9021 6TH AVE NW
(47.69493448, -122.36373492)",98117,2018,3,"Construct detached accessory dwelling unit and garage, per plan"
6546419,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,06/15/2018,"6701 32ND AVE NW
(47.67715356, -122.39864563)",98117,2018,6,Construct deck addition and interior alterations to single family dwelling per plan.
6546425,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,05/15/2018,"6523 4TH AVE NW
(47.67676086, -122.361716)",98117,2018,5,"Construct an addition and alterations to an existing single family residence including add a 2nd floor, per plan."
6546428,Construction,Permit Issued,COMMERCIAL,05/23/2018,"1400 6TH AVE
(47.61087572, -122.33340046)",98101,2018,5,"Renovation of guest rooms at Pike Street Tower this permit.  [Renovation of guest rooms for Sheraton hotel: Floors 5-34 at Pike Street Tower;  Floors 5-23 at Union Street Tower, all per plan. Process and routing for (2) A/P’s with 6546428.]"
6546448,Construction,Permit Issued,MULTIFAMILY,11/09/2018,"423 M L KING JR WAY S
(47.59857094, -122.2977557)",98144,2018,11,"Construct South townhouse, per plan (Establish use a rowhouse and construct (1) new townhouse and (1) new duplex review and process for 2 AP’s under 6546448)."
6546496,Construction,Permit Issued,MULTIFAMILY,01/18/2018,"720 QUEEN ANNE AVE N
(47.62611768, -122.35649505)",98109,2018,1,"Replacement of existing window for multifamily building, subject to field inspection (STFI)."
6546501,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/18/2018,"2411 NW BLUE RIDGE DR
(47.70219877, -122.38777707)",98177,2018,1,"Alterations to existing single family residence (new windows, new siding, new roof, new doors, repair raised patio), subject to field inspection"
6546520,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,02/28/2018,"5612 47TH AVE SW
(47.55176439, -122.39212061)",98136,2018,2,"Construct detached accessory structure - office/bedroom adjacent to an exiting single family residence, subject to field inspecton"
6546532,Construction,Permit Finaled,COMMERCIAL,08/07/2018,"1315 S BRANDON ST
(47.55401311, -122.31533089)",98108,2018,8,"Construct addition to existing pre-school building and occupy, per plan"
6546554,Construction,Permit Issued,COMMERCIAL,04/11/2018,"3404 4TH AVE S
(47.57352002, -122.32868988)",98134,2018,4,"Construct alterations to existing commercial building to add a restroom at the ground floor, per plan."
6546565,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,02/16/2018,"4421 50TH AVE SW
(47.56411589, -122.39652895)",98116,2018,2,Construct alterations to existing single family residence subject to field inspection (STFI).
6546587,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,10/28/2018,"3603 SW 107TH ST
(47.5069312, -122.37734968)",98146,2018,10,"Construct alterations to an existing building for a detached accessory dwelling unit, per plans"
6546605,Construction,Permit Issued,INDUSTRIAL,12/06/2018,"722 S MONROE ST
(47.53151824, -122.32437561)",98108,2018,12,"Construct additions and substantial alterations to existing warehouse and occupy as warehouse and accessory, per plan"
6546606,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,03/27/2018,"8602 WABASH AVE S
(47.52695199, -122.26615315)",98118,2018,3,"Construct voluntary seismic retrofit to basement and crawl space of existing single family residence, per plan."
6546612,Construction,Permit Issued,COMMERCIAL,05/02/2018,"413 1ST AVE W
(47.62304321, -122.35855013)",98119,2018,5,"Replace existing antennas and remote radio heads and alterations in equipment room to existing rooftop minor communication utility (ATT&T), per plan"
6546656,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/19/2018,"8747 DAYTON AVE N
(47.69387371, -122.3529497)",98103,2018,1,"Construct interior alterations to existing single family residence, subject to field inspection, (STFI)."
6546665,Construction,Permit Issued,COMMERCIAL,02/03/2018,"3250 SW AVALON WAY
(47.56430795, -122.37475063)",98126,2018,2,Construct alterations (repair/maintenance in kind) to an existing commercial building on the south side (new siding) subject to field inspection (STFI)
6546669,Construction,Permit Issued,COMMERCIAL,02/24/2018,"1099 STEWART ST
(47.61673411, -122.33268035)",98101,2018,2,"Blanket Permit for interior non-structural alterations for REDFIN.  T.I. to floors 5,6,7 per plans"
6546679,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,01/18/2018,"512 25TH AVE
(47.60662524, -122.29970405)",98122,2018,1,Construct interior alterations to an existing single family residence subject to field inspection (STFI)
6546681,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,08/22/2018,"6646 FLORA AVE S
(47.54276595, -122.32015476)",98108,2018,8,"Establish use and construct single family dwelling with accessory dwelling unit (ADU) and attached garage, per plan."
6546686,Construction,Permit Issued,MULTIFAMILY,09/27/2018,"1019 E PIKE ST
(47.6139111, -122.31853091)",98122,2018,9,"Construct alterations to lower level of existing apartment building to add three dwelling units and occupy, per plan."
6546690,Construction,Permit Issued,SINGLE FAMILY / DUPLEX,08/06/2018,"714 NW 116TH ST
(47.71324591, -122.3658633)",98177,2018,8,"Construct alterations to convert most of basement into accessory dwelling unit accessory to existing single family residence, per plans."
